title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,search_url,scraped_at
Тристаен апартамент Медицинска академия,/tristaen-apartament-medicinska-akademiya-8456856,"Медицинска академия, София",Цена:295 000 €(576 969.85 лв.),Тристаен апартамент в Медицинска академия,88 кв.м,Тухла,2000 г.,1 етаж,"... ТРИСТАЙНО... жилище с ТАВАН и МАЗЕ, ситуирано в САНИРАНА тухлена сграда близо до градинката на БАСЕЙН „Виктория“ и УМБАЛСМ „Н. И. Пирогов“. Апартаментът е изцяло НЕПРЕХОДЕН, няма тераса. Настилки ..",АРСЕНАЛ недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.386519
Тристаен апартамент в ж.к. Белите брези! До детски градини!,/tristaen-apartament-v-j-k-belite-brezi-do-detski-gradini-9940675,"Белите Брези, София",Цена:331 000 €(647 379.73 лв.),Тристаен апартамент в Белите Брези,111 кв.м,Тухла,2018 г.,2 етаж,"КУПИ ЗА EUR 1240 на месец! 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 21630. 

’БЕСТ СЕЛЪРС’ представя на Вашето внимание тристаен апартамент в ж.к. ’Белите брези’. 

РАЗПРЕ..",Best Sellers,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.391401
Уютен апартамент с две спални с ТОП локация в Белите брези,/uyuten-apartament-s-dve-spalni-s-top-lokaciya-v-belite-brezi-9901127,"Белите Брези, София",Цена:321 000 €(627 821.43 лв.),Тристаен апартамент в Белите Брези,112 кв.м,Тухла,2018 г.,1 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в alo.bg. 

Референтен номер: Sfa 86094
Отговорен брокер: Магдалена Цоклинова

Предла..",BULGARIAN PROPERTIES,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.396413
"2-стаен, София, Стрелбище, 80 кв.м., 227000 €",/2-staen-sofiya-strelbishte-80-kv-m-227000-9819929,"Стрелбище, София",Цена:227 000 €(443 973.40 лв.),Двустаен апартамент в Стрелбище,80 кв.м,Тухла,,1 етаж,"Двустаен апартамент със застроена площ от 61,33 кв.м. с излаз към собствен вътрешен двор с площ 21,17 кв.м. Разпределение: предверие, дневна с кухненски бокс 19,82 кв.м, спалня 16,40 кв.м, баня с тоал..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.401994
Четиристаен апартамент в жк ”Сухата река”,/chetiristaen-apartament-v-jk-suhata-reka-9799352,"Сухата река, София",Цена:279 960 €(547 554.17 лв.),Многостаен апартамент в Сухата река,139 кв.м,Тухла,2026 г.,8 етаж,"КЛИЕНТИТЕ НА MARTIN’S СА ПО-ДОВОЛНИ! ПОПИТАЙ ЗАЩО! 
Предлагаме четиристаен апартамент с обща площ от 139.87 кв.м. в сграда ново строителство с етап фундамент. Имотът се намира на осми етаж в сграда с ..",Martin”s real estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.406794
Мезонет в Борово с АКТ 16!!!,/mezonet-v-borovo-s-akt-16-9783946,"Борово, София",Цена:275 000 €(537 853.25 лв.),Мезонет,120 кв.м,Тухла,2024 г.,6 етаж,"АКТ 16
ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба мезонет, в нова сграда в кв. Борово! 

Апартаментът е със следното функционално разпределение: на първо ниво са разположени просторна дневна с т..",ИРИДА НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.411552
Просторен тристаен апартамент в Борово с АКТ 16!!!,/prostoren-tristaen-apartament-v-borovo-s-akt-16-9783937,"Борово, София",Цена:275 000 €(537 853.25 лв.),Тристаен апартамент в Борово,120 кв.м,Тухла,2024 г.,6 етаж,"АКТ 16
ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба мезонет, в нова сграда в кв. Борово! 

Апартаментът е със следното функционално разпределение: на първо ниво са разположени просторна дневна с т..",ИРИДА НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.416169
Просторен тристаен апартамент в Борово с АКТ 16!!!,/prostoren-tristaen-apartament-v-borovo-s-akt-16-9783936,"Борово, София",Цена:277 200 €(542 156.08 лв.),Тристаен апартамент в Борово,126 кв.м,Тухла,2024 г.,6 етаж,"АКТ 16! 

ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба мезонет, в нова сграда в кв. Борово! 

Апартаментът е със следното функционално разпределение: на първо ниво са разположени просторна дневна..",ИРИДА НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.420645
Просторен тристаен апартамент в Борово с АКТ 16!!!,/prostoren-tristaen-apartament-v-borovo-s-akt-16-9783935,"Борово, София",Цена:346 000 €(676 717.18 лв.),Тристаен апартамент в Борово,150 кв.м,Тухла,2024 г.,6 етаж,"АКТ 16! 

ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба мезонет, в нова сграда в кв. Борово! 

Апартаментът е със следното функционално разпределение: на първо ниво са разположени просторна дневна..",ИРИДА НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.425102
"2-стаен, София, Стрелбище, 98 кв.м., 252467 €",/2-staen-sofiya-strelbishte-98-kv-m-252467-9776526,"Стрелбище, София",Цена:252 467 €(493 782.53 лв.),Двустаен апартамент в Стрелбище,98 кв.м,Тухла,,7 етаж,"Голям двустаен апартамент със застроена площ 75,74 кв.м. Разпределение: дневна с кухненски бокс 36,64 кв.м, спалня 12,96 кв.м, тераса 15 кв.м и баня с тоалетна. Възможност за закупуване на паркомясто ..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.430251
"3-стаен, София, Стрелбище, 132 кв.м., 347257 €",/3-staen-sofiya-strelbishte-132-kv-m-347257-9776523,"Стрелбище, София",Цена:347 257 €(679 175.66 лв.),Тристаен апартамент в Стрелбище,132 кв.м,Тухла,,6 етаж,"Тристаен апартамент със застроена площ 102,51 кв.м. Разпределение: предверие, дневна с кухненски бокс 20,47 кв.м, две спални (17,93 кв.м и 12,88 кв.м), голяма тераса 17,38 кв.м, баня с тоалетна и тоал..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.435254
"2-стаен, София, Стрелбище, 72 кв.м., 192616 €",/2-staen-sofiya-strelbishte-72-kv-m-192616-9776521,"Стрелбище, София",Цена:192 616 €(376 724.15 лв.),Двустаен апартамент в Стрелбище,72 кв.м,Тухла,,6 етаж,"Двустаен апартамент със застроена площ 56,09 кв.м + тераса 10,48 кв.м. Разпределение: дневна с кухненски бокс 26,71 кв.м, спалня 9,21 кв и баня с тоалетна. Възможност за закупуване на паркомясто в сут..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.440997
"3-стаен, София, Стрелбище, 123 кв.м., 352736 €",/3-staen-sofiya-strelbishte-123-kv-m-352736-9776518,"Стрелбище, София",Цена:352 736 €(689 891.65 лв.),Тристаен апартамент в Стрелбище,123 кв.м,Тухла,,1 етаж,"Тристаен апартамент със застроена площ 95,30 кв.м. Разпределение: предверие, дневна с кухненски бокс 31,23 кв.м, две спални (19,75 кв.м и 12,59 кв.м), тераса, баня с тоалетна и тоалетна. Възможност за..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:05.447044
"3-стаен, София, Стрелбище, 130 кв.м., 370465 €",/3-staen-sofiya-strelbishte-130-kv-m-370465-9776516,"Стрелбище, София",Цена:370 465 €(724 566.56 лв.),Тристаен апартамент в Стрелбище,130 кв.м,Тухла,,1 етаж,"Тристаен апартамент със застроена площ 100,09 кв.м. Разпределение: предверие, дневна с кухненски бокс 32,11 кв.м, две спални (17,50 кв.м и 18,39 кв.м), тераса, баня с тоалетна и тоалетна. Възможност з..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.395129
"2-стаен, София, Стрелбище, 85 кв.м., 242399 €",/2-staen-sofiya-strelbishte-85-kv-m-242399-9776510,"Стрелбище, София",Цена:242 399 €(474 091.24 лв.),Двустаен апартамент в Стрелбище,85 кв.м,Тухла,,1 етаж,"Двустаен апартамент със застроена площ 65,49 кв.м. Разпределение: предверие, дневна с кухненски бокс 26,62 кв.м, спалня 14,55 кв.м, тераса и баня. Възможност за закупуване на паркомясто в сутерена на ..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.400425
Четиристаен апартамент за продажба в нова сграда в Оборище,/chetiristaen-apartament-za-prodajba-v-nova-sgrada-v-oborishte-9331076,"Оборище, София",Цена:1 000 000 €(1 955 830 лв.),Тристаен апартамент в Оборище,189 кв.м,Тухла,,3 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Sve-119092 

Четиристаен апартамент в нова бутикова с..",SUPRIMMO,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.405367
Тристаен апартамент 124 кв.м Тухла 2026 г. 4 етаж Непоследен,/tristaen-apartament-124-kv-m-tuhla-2026-g-4-etaj-neposleden-9665656,"Стрелбище, София",Цена:352 736 €(689 891.65 лв.),Тристаен апартамент в Стрелбище,124 кв.м,Тухла,2026 г.,4 етаж,"ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ Продава тристаен апартамент в кв. Стрелбище на много комуникативно място в близост до Южния парк, спирки на градски транспорт, магазини, заведения, училища, детски градини...",ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.411606
Двустаен апартамент 75 кв.м Тухла 2026 г. 6 етаж Непоследен,/dvustaen-apartament-75-kv-m-tuhla-2026-g-6-etaj-neposleden-9665653,"Стрелбище, София",Цена:192 617 €(376 726.10 лв.),Двустаен апартамент в Стрелбище,63 кв.м,Тухла,2026 г.,6 етаж,"ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ Продава двустаен апартамент в кв. Стрелбище на много комуникативно място в близост до Южния парк, спирки на градски транспорт, магазини, заведения, училища, детски градини...",ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.418785
Тристаен апартамент 94 кв.м Тухла 2020 г. 5 етаж Непоследен,/tristaen-apartament-94-kv-m-tuhla-2020-g-5-etaj-neposleden-9262058,"Редута, София",Цена:280 000 €(547 632.40 лв.),Тристаен апартамент в Редута,94 кв.м,Тухла,2020 г.,5 етаж,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА!!! ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ Продава тристаен апартамент в кв. Редута в сграда само с 9 апартамента на комуникативно място в близост до спирки на градския транспорт, завед..",ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.423772
Двустаен апартамент 63 кв.м Тухла 2024 г. 9 етаж Непоследен,/dvustaen-apartament-63-kv-m-tuhla-2024-g-9-etaj-neposleden-9573749,"Оборище, София",Цена:173 250 €(338 847.55 лв.),Двустаен апартамент в Оборище,63 кв.м,Тухла,2024 г.,9 етаж,"ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ Продава двустаен апартамент в кв. Оборище на комуникативно място в близост до парк ’Займов’, метростанция Театрална, спирки на градски транспорт, магазини, заведения, учили..",ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.428657
Четиристаен панорамен апартамент за продажба в кв. Оборище,/chetiristaen-panoramen-apartament-za-prodajba-v-kv-oborishte-9483134,"Оборище, София",Цена:350 000 €(684 540.50 лв.),Многостаен апартамент в Оборище,114.2 кв.м,Тухла,,6 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF 121561 

Представяме на Вашето внимание четириста..",SUPRIMMO,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.434082
Имот с две спални за продажба в кв. Стрелбище,/imot-s-dve-spalni-za-prodajba-v-kv-strelbishte-9409657,"Стрелбище, София",Цена:480 000 €(938 798.40 лв.),Тристаен апартамент в Стрелбище,140.35 кв.м,Тухла,,2 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Kbs 114298 

Имаме удоволствие да ви представим нов п..",SUPRIMMO,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.439791
Мезонет в бутикова сграда намираща се в район Оборище,/mezonet-v-butikova-sgrada-namirashta-se-v-raion-oborishte-9352048,"Оборище, София",Цена:2 000 000 €(3 911 660 лв.),Многостаен апартамент в Оборище,400 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Sve-119321 

Мезонет в нова бутикова сграда с чудесно..",SUPRIMMO,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.444562
Просторен тристаен апартамент в Дървеница с АКТ 14!!!,/prostoren-tristaen-apartament-v-darvenica-s-akt-14-9340536,"Дървеница, София",Цена:493 690 €(965 573.70 лв.),Тристаен апартамент в Дървеница,180 кв.м,Тухла,2025 г.,7 етаж,"АКТ 15!! 
АКТ 16 СРЕДАТА НА 2025г.! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава панорамен слънчев тристаен апартамент в новоизграждащ се жилищен комплекс, с изключително висококачествено строителство от доказа..",ИРИДА НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.454709
Тристаен апартамент с двор в район ”Оборище”,/tristaen-apartament-s-dvor-v-raion-oborishte-9339509,"Оборище, София",Цена:500 000 €(977 915 лв.),Тристаен апартамент в Оборище,200 кв.м,Тухла,,,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Sve-119175 

Тристайният апартамент, който представям..",SUPRIMMO,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.458867
Тристаен апартамент в Гоце Делчев с АКТ 16!!!,/tristaen-apartament-v-goce-delchev-s-akt-16-9061327,"Гоце Делчев, София",Цена:424 096 €(829 459.68 лв.),Тристаен апартамент в Гоце Делчев,146 кв.м,Тухла,2024 г.,2 етаж,"С АКТ 16!!! 

ОЦПЦИЯ ЗА ЧЕТИРИСТАЕН С ХУБАВА ГЛЕДКА! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава тристаен апартамент в бутикова сграда с изключително висококачествено строителство в близост до Мол България, м..",ИРИДА НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.464334
Многостаен апартамент в Дървеница с АКТ 14!!!,/mnogostaen-apartament-v-darvenica-s-akt-14-9330153,"Дървеница, София",Цена:509 520 €(996 534.50 лв.),Многостаен апартамент в Дървеница,196 кв.м,Тухла,2025 г.,6 етаж,"АКТ 15! 
АКТ 16 СРЕДАТА НА 2025г.! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава панорамен слънчев многостаен апартамент в новоизграждащ се жилищен комплекс, с изключително висококачествено строителство от доказ..",ИРИДА НЕДВИЖИМИ ИМОТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.469542
Тристаен апартамент за продажба в кв. Стрелбище,/tristaen-apartament-za-prodajba-v-kv-strelbishte-9208269,"Стрелбище, София",Цена:430 000 €(841 006.90 лв.),Тристаен апартамент в Стрелбище,122.98 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Kbs 114298 

Имаме удоволствие да ви представим нов п..",SUPRIMMO,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.475417
"Многостаен, София, Оборище, 195 кв.м., 763164 €",/mnogostaen-sofiya-oborishte-195-kv-m-763164-8865003,"Оборище, София",Цена:763 164 €(1 492 619.05 лв.),Многостаен апартамент в Оборище,195 кв.м,Тухла,,10 етаж,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение и място за голям гардер..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.481124
"Многостаен, София, Оборище, 195 кв.м., 744282 €",/mnogostaen-sofiya-oborishte-195-kv-m-744282-8859645,"Оборище, София",Цена:744 282 €(1 455 689.06 лв.),Многостаен апартамент в Оборище,195 кв.м,Тухла,,9 етаж,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение и място за голям гардер..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.485652
"Многостаен, София, Оборище, 195 кв.м., 715008 €",/mnogostaen-sofiya-oborishte-195-kv-m-715008-8859642,"Оборище, София",Цена:715 008 €(1 398 434.10 лв.),Многостаен апартамент в Оборище,195 кв.м,Тухла,,8 етаж,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение и място за голям гардер..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.490963
"Многостаен, София, Оборище, 195 кв.м., 692148 €",/mnogostaen-sofiya-oborishte-195-kv-m-692148-8859637,"Оборище, София",Цена:692 148 €(1 353 723.82 лв.),Многостаен апартамент в Оборище,195 кв.м,Тухла,,7 етаж,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение и място за голям гардер..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.501180
"Многостаен, София, Оборище, 177 кв.м., 816072 €",/mnogostaen-sofiya-oborishte-177-kv-m-816072-8856837,"Оборище, София",Цена:816 072 €(1 596 098.10 лв.),Многостаен апартамент в Оборище,177 кв.м,Тухла,,12 етаж,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение и място за голям гардер..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.506426
"Многостаен, София, Оборище, 179 кв.м., 770868 €",/mnogostaen-sofiya-oborishte-179-kv-m-770868-8847588,"Оборище, София",Цена:770 868 €(1 507 686.76 лв.),Многостаен апартамент в Оборище,179 кв.м,Тухла,,11 етаж,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение и място за голям гардер..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.513176
"Многостаен, София, Оборище, 180 кв.м., 691560 €",/mnogostaen-sofiya-oborishte-180-kv-m-691560-8847584,"Оборище, София",Цена:691 560 €(1 352 573.80 лв.),Многостаен апартамент в Оборище,180 кв.м,Тухла,,10 етаж,"Апартаментът се състои от 3 спални- към две от спалните има прилежаща баня с WC; дневна с трапезария и кухненски бокс -42,00м², 3 бани с WC; входно антре със складово помещение и място за голям гардер..",Адрес недвижими имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-24T20:20:07.518582
